"ACCESSION_NUMBER","SUBMISSION_TYPE","FILING_DATE","CIK","FILE_NUMBER","PERIOD","ISAMENDMENT","PROGRESSUPDATE","NATUREOFAMENDMENT","NAMEOFISSUER","LEGALSTATUSFORM","LEGALSTATUSOTHERDESC","JURISDICTIONORGANIZATION","DATEINCORPORATION","STREET1","STREET2","CITY","STATEORCOUNTRY","ZIPCODE","ISSUERWEBSITE","COMPANYNAME","COMMISSIONCIK","COMMISSIONFILENUMBER","CRDNUMBER"
"0001670254-22-000247","C",20220325,1915129,"020-29907",NA,0,"","","For What's Next, Inc.","Corporation","","WI","2021-04-16","1315 E. Albion Street","","Milwaukee","WI","53202","https://drinkprimerseltzers.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000249","C",20220325,1916966,"020-29909",NA,0,"","","Cadenzo Inc.","Corporation","","DE","2020-12-22","1612 S Columbia Pl","","Tulsa","OK","74104","https://www.cadenzo.io/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000251","C",20220325,1918793,"020-29910",NA,0,"","","AnyFans Inc.","Corporation","","DE","2021-10-21","555 Beachcomber Blvd, Unit B15","","Lake Havasu City","AZ","86403","http://www.AnyFans.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000252","C",20220325,1642935,"020-29912",NA,0,"","","Givsum, Inc.","Corporation","","DE","2015-03-27","17 Kaitlyn Ct.","","Aliso Viejo","CA","92656","https://www.givsum.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000256","C",20220328,1802061,"020-29920",NA,0,"","","Lost Spirits Distillery, Inc.","Corporation","","DE","2020-01-21","6131 Malburg Way","","Vernon","CA","90058","http://lostspirits.net","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000260","C",20220329,1916060,"020-29930",NA,0,"","","Access.Vet, Inc.","Corporation","","DE","2020-06-22","1111 Brickell Avenue 1300","","Miami","FL","33131","http://www.access.vet","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000264","C",20220329,1918812,"020-29933",NA,0,"","","Bison Venture Partners LLC","Limited Liability Company","","DE","2021-08-26","112 French St","Suite 110","Wilmington","DE","19801","bison.shop","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000269","C",20220331,1915993,"020-29960",NA,0,"","","Echo Mind Ai Corp.","Corporation","","DE","2021-06-10","9717 Newcastle Dr.","","Highlands Ranch","CO","80130","http://www.echomindai.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000271","C",20220331,1767862,"020-29961",NA,0,"","","Trella Technologies Inc","Other","Public Benefit Corporation","MA","2016-11-03","173 Clay Pond Rd.","","Bourne","MA","02532","http://www.trella.io","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000272","C",20220331,1916918,"020-29972",NA,0,"","","Patek Myself Song, LLC","Limited Liability Company","","DE","2022-01-27","3415 South Sepulveda Boulevard,","Suite 1100 - #0161","Los Angeles","CA","90034","http://opulous.org","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000275","C",20220404,1920292,"020-29986",NA,0,"","","Swell Watercraft LLC","Limited Liability Company","","WA","2016-10-21","4233 MERIDIAN ST STE 103","","BELLINGHAM","WA","98226","http://swellwatercraft.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000277","C",20220404,1918893,"020-29987",NA,0,"","","Go LoCo, PBC","Other","Public Benefit Corporation","CO","2022-01-19","1317 Edgewater Drive, #4345","","Orlando","FL","32804","http://goloco.coop/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000279","C",20220404,1915530,"020-29989",NA,0,"","","April Labs Inc.","Corporation","","DE","2019-06-10","325 5th Avenue","","New York","NY","10016","https://theaprilapp.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000283","C",20220405,1916967,"020-29994",NA,0,"","","Human Clothing Company Inc","Corporation","","DE","2022-01-05","8 The Green Ste. B","","Dover","DE","19901","http://www.slojeans.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000285","C",20220405,1691595,"020-29995",NA,0,"","","Neighborhood Sun Benefit Corp","Other","Public Benefit Corporation","MD","2016-11-03","8455 Colesville Rd., Suite 1025,","","Silver Spring","MD","20910","http://neighborhoodsun.solar","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000287","C",20220406,1872230,"020-29998",NA,0,"","","Greenwater Marine Sciences Offshore Inc.","Other","Public Benefit Corporation","VA","2021-06-11","104 N Galveston Street","Suite 100","Arlington","VA","22203","https://gmsoresearchvessels.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000289","C",20220407,1920974,"020-30003",NA,0,"","","Replit, Inc","Corporation","","DE","2016-04-05","767 BRYANT ST, UNIT 210","","San Francisco","CA","94107","https://replit.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000291","C",20220407,1916448,"020-30005",NA,0,"","","RINDEV, Inc.","Corporation","","DE","2020-12-22","PO Box 5312","","Englewood","CO","80155","http://rindev.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000293","C",20220407,1920293,"020-30006",NA,0,"","","Lectrium, Inc.","Corporation","","DE","2021-11-29","3175 Hanover Street","","Palo Alto","CA","94304","https://www.lectrium.io/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000295","C",20220407,1912517,"020-30009",NA,0,"","","Terra.do Inc.","Corporation","","DE","2020-04-13","56 Dudley Lane","#106","Stanford","CA","94305","http://terra.do","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000298","C",20220408,1648888,"020-30010",NA,0,"","","RawNature5 Corporation","Corporation","","DE","2014-10-22","1920 HILLHURST AVE STE V911","","LOS ANGELES","CA","90027-2712","http://drinkkoia.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000300","C",20220408,1807844,"020-30012",NA,0,"","","KarbonPay, Inc.","Corporation","","TX","2019-12-31","3400 N Central Expy","Ste 110-289","Richardson","TX","75081","http://karbonpay.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000303","C",20220408,1917637,"020-30013",NA,0,"","","Accrew, Inc.","Corporation","","DE","2021-09-24","504 N Green St #1015","","Chicago","IL","60642","http://www.accrewmoney.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000304","C",20220408,1894649,"020-30014",NA,0,"","","Big Wheelbarrow, INC","Corporation","","TX","2016-09-20","1 Seneca St","Floor 24","Buffalo","NY","14203","https://bigwheelbarrow.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000306","C",20220408,1731599,"020-30015",NA,0,"","","Push Through Innovation Corporation","Corporation","","DE","2018-01-10","730 Peachtree Street NE","STE 570","Atlanta","GA","30308","https://www.deeprmusic.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000312","C",20220411,1811145,"020-30019",NA,0,"","","Digifox Corp.","Corporation","","DE","2019-07-08","651 N BROAD ST SUITE 206","","Middletown","DE","19709","http://digifox.finance","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000313","C",20220411,1886437,"020-30020",NA,0,"","","Coco Market Inc","Corporation","","DE","2019-01-01","New York","125 borinquen pl","Brookyn","NY","11211","http://www.cocomercado.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000315","C",20220411,1919893,"020-30023",NA,0,"","","Yornest, Inc.","Corporation","","KY","2022-03-17","122 South Keats Avenue","","Louisville","KY","40206","https://apps.apple.com/us/app/yornest/id1542987889","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000329","C",20220413,1811467,"020-30034",NA,0,"","","Karisha PBC","Other","Public Benefit Corporation","TX","2015-04-09","2200 Riverview St.","","Austin","TX","78702","http://www.karisha.org","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000334","C",20220415,1903329,"020-30038",NA,0,"","","Bloomcatch Inc.","Corporation","","VA","2016-05-12","5806 Deer Pond Rd","","Centreville","VA","20120","http://www.bloomcatch.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000336","C",20220415,1772682,"020-30039",NA,0,"","","The Bacon Jams LLC","Limited Liability Company","","PA","2013-11-01","1554 Paoli Pike, 254","","West Chester","PA","19380","http://tbjgourmet.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000337","C",20220415,1904869,"020-30040",NA,0,"","","Horror Hub LLC","Limited Liability Company","","PA","2020-08-04","916 Royal Court","","Canonsburg","PA","15317","https://horrorhubmarketplace.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000344","C",20220418,1920249,"020-30048",NA,0,"","","Responsium, Inc.","Corporation","","AZ","2021-04-13","15748 111th Ave NE","","Bothell","WA","98011","http://www.radar4.ai","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000347","C",20220419,1796364,"020-30049",NA,0,"","","NovoMoto Inc.","Corporation","","DE","2022-01-01","155 N Wacker","FL 42","Chicago","IL","60606","http://www.novomoto.net","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000348","C",20220419,1916963,"020-30051",NA,0,"","","Diesel Beverages LLC","Limited Liability Company","","CO","2021-01-31","750 CO 60","","Loveland","CO","80537","http://dieselbeverages.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000351","C",20220419,1917999,"020-30053",NA,0,"","","Zomo.fit Corp.","Corporation","","DE","2020-09-18","225 Colombia Avenue","Floor 1","Jersey City","NJ","07307","https://zomo.fit","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000353","C",20220420,1921702,"020-30057",NA,0,"","","Kidcaboo Holdings, Inc.","Corporation","","DE","2021-09-27","Kidcaboo","3229 Haley Way","Mechanicsburg","PA","17055","https://www.kidcaboo.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000359","C",20220420,1922874,"020-30058",NA,0,"","","Arcum Partners LLC","Limited Liability Company","","GA","2019-07-31","2870 Pharr Court South Northwest","#2703","Atlanta","GA","30305","http://arcumpartners.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000370","C",20220421,1893990,"020-30060",NA,0,"","","Propeller Enterprises","Other","Public Benefit Corporation","CA","2015-08-17","681 San Juan Ave","","Venice","CA","37216","http://propeller.la","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000381","C",20220422,1912686,"020-30063",NA,0,"","","Mind the Tea Corp.","Corporation","","DE","2021-09-21","225 West 35th Street, 5th Floor","In Care of Presti & Naegelle LLC","New York","NY","10001","https://www.eloaudio.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000383","C",20220422,1833036,"020-30065",NA,0,"","","Vironix Health Inc.","Corporation","","DE","2020-04-08","1809 Newton St.","#2","Austin","TX","78704","https://vironix.ai/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000387","C",20220425,1924687,"020-30074",NA,0,"","","Maven Curation, Inc.","Corporation","","DE","2021-03-24","482 Putnam Ave","Apt 1","Brooklyn","NY","11221","http://mavencuration.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000389","C",20220425,1923665,"020-30075",NA,0,"","","allocortech inc.","Corporation","","DE","2018-05-04","440 N Commerce Ave","","Waynesboro","VA","22980","http://www.allocor.tech","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000391","C",20220425,1912211,"020-30076",NA,0,"","","Voyager Global, Inc.","Corporation","","DE","2019-11-20","9620 S Las Vegas Blvd","ste e4","Las Vegas","NV","89123","http://www.voyagerglobal.us","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000404","C",20220427,1908340,"020-30085",NA,0,"","","Technocentra Group, Inc.","Corporation","","DE","2019-04-26","14170 Carole Drive","","Bloomington","IL","61705","https://beetexting.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000406","C",20220427,1922848,"020-30086",NA,0,"","","Heart & Solar Brewing, LLC","Limited Liability Company","","MD","2015-10-28","21213 York Rd","","Parkton","MD","21120","http://www.heartandsolarbrewing.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000504","C",20220502,1918658,"020-30103",NA,0,"","","Venganza Foods Inc.","Corporation","","DE","2021-07-13","597 15th St.","","Oakland","CA","94612","http://venganzafoods.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000517","C",20220503,1441338,"020-30106",NA,0,"","","Univenture, Inc.","Corporation","","DE","1988-06-01","4266 Tuller Rd.","","Dublin","OH","43017","http://Univenture.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000519","C",20220504,1705352,"020-30107",NA,0,"","","Kountable, Inc.","Corporation","","DE","2015-02-26","2021 Fillmore St.","#63","San Francisco","CA","94115","http://www.kountable.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000529","C",20220505,1892346,"020-30117",NA,0,"","","Intentionalist, SPC","Other","Public Benefit Corporation","WA","2017-12-01","1752 NW Market Street","#1616","Seattle","WA","98107","https://intentionalist.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000534","C",20220506,1913115,"020-30118",NA,0,"","","Dvy Up LLC","Limited Liability Company","","WY","2020-01-08","1209 17th St NE","","Washington","DC","20002","https://www.dvyup.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000536","C",20220506,1914364,"020-30119",NA,0,"","","All I Do Is Cook LLC","Limited Liability Company","","TX","2019-01-16","16305 Westheimer Road","Suite 106A","Houston","TX","77082","http://www.allidoiscook.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000538","C",20220506,1896757,"020-30120",NA,0,"","","Halen Technologies Inc.","Corporation","","DE","2021-04-01","651 N Broad Street","Ste 205 #5176","MIDDLETOWN","DE","19709","https://www.GetHalen.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000540","C",20220506,1910844,"020-30128",NA,0,"","","Gamestacy Inc","Corporation","","DE","2021-11-01","112 Capitol Trail Suite A110","","Newark","DE","19711","https://gamestacy.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000542","C",20220506,1900823,"020-30129",NA,0,"","","Beeotto, LLC","Limited Liability Company","","DE","2019-03-14","24 Brock Street Unit C","","North Haven","CT","06473","http://beeotto.info","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000544","C",20220509,1916372,"020-30130",NA,0,"","","Unity Organics, LLC","Limited Liability Company","","DE","2018-03-19","191 Manchester Ave","","Nashville","TN","37206","http://unitywellness.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000547","C",20220509,1922272,"020-30131",NA,0,"","","Objective Reality Inc","Corporation","","DE","2022-01-07","1080 n bridge st","47b","CHILLICOTHE","OH","45601","http://www.objectiverealitygames.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000549","C",20220509,1925864,"020-30132",NA,0,"","","Dteckt, Inc.","Corporation","","UT","2019-10-25","4760 S Highland Dr","#144","Holladay","UT","84117","https://dteckt.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000552","C",20220509,1835673,"020-30133",NA,0,"","","SUKAD Project Portfolio Management Solutions, Corp","Corporation","","DE","2019-06-12","12714 Sunset Dune Dr","","Houston","TX","77082","https://urukpm.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000555","C",20220509,1910396,"020-30134",NA,0,"","","EV Semi-Fleet Corp.","Corporation","","WY","2021-04-19","379 E. Broadway St, Unit #1009","","Oviedo","FL","32765","http://www.EVSemiFleetCorp.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000559","C",20220511,1687316,"020-30154",NA,0,"","","World Tree USA, LLC","Limited Liability Company","","NV","2015-06-03","2361 Rosecrans Ave., Suite 475","","El Segundo","CA","90245","http://www.worldtree.eco","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000562","C",20220511,1928020,"020-30158",NA,0,"","","Lumina Industries, Inc.","Corporation","","DE","2021-01-20","7821 NW 96th St.","","Johnston","IA","50131","https://getlumina.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000566","C",20220512,1793384,"020-30167",NA,0,"","","Bee Mortgage App, Inc.","Corporation","","DE","2020-04-29","4210 Valley Ridge Blvd.","Suite 107","Ponte Vedra","FL","32081","http://beemortgageapp.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000567","C",20220512,1927507,"020-30182",NA,0,"","","Emission Free Generators, Inc.","Corporation","","DE","2022-03-11","2093 Philadelphia Pike","Ste 2099","Claymont","DE","19703","http://www.emissionfreegenerators.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000569","C",20220512,1927629,"020-30184",NA,0,"","","HAPPYPILLAR INC.","Corporation","","DE","2022-04-04","7800 Lowdes Drive","","Austin","TX","78745","http://happypillar.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000575","C",20220516,1925395,"020-30191",NA,0,"","","Ghost Town Oats, Inc.","Corporation","","DE","2020-12-18","8305 Sunset Blvd","","Los Angeles","CA","90069","http://www.ghosttown.world","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000578","C",20220516,1780937,"020-30192",NA,0,"","","Arqlite SPC","Corporation","","WA","2015-05-18","2111 S Anne Street","","Santa Ana","CA","92704","http://www.arqlite.com","Wefunder Portal LLC",1670254,"007-00033",283503
