"ACCESSION_NUMBER","SUBMISSION_TYPE","FILING_DATE","CIK","FILE_NUMBER","PERIOD","ISAMENDMENT","PROGRESSUPDATE","NATUREOFAMENDMENT","NAMEOFISSUER","LEGALSTATUSFORM","LEGALSTATUSOTHERDESC","JURISDICTIONORGANIZATION","DATEINCORPORATION","STREET1","STREET2","CITY","STATEORCOUNTRY","ZIPCODE","ISSUERWEBSITE","COMPANYNAME","COMMISSIONCIK","COMMISSIONFILENUMBER","CRDNUMBER"
"0001670254-21-001384","C",20211216,1898648,"020-29374",NA,0,"","","GrassTB, Co.","Corporation","","CO","2019-09-18","16959 County Road 44","Unit B","La Salle","CO","80645","http://www.grasstb.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001386","C",20211216,1892348,"020-29378",NA,0,"","","Lunch Inc.","Corporation","","DE","2021-01-06","1241 5th St #309","","Santa Monica","CA","90401","https://www.lunchpayments.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001388","C",20211216,1896449,"020-29380",NA,0,"","","Island Savoy LLC","Limited Liability Company","","CA","2021-03-04","1542 Sherman St","","Alameda","CA","94501","http://www.islandsavoymarket.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001390","C",20211216,1891385,"020-29383",NA,0,"","","Why Local, Inc.","Corporation","","DE","2020-09-23","3946 road 9","","burlington","WY","82411","http://www.yocal.io","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001392","C",20211216,1896397,"020-29390",NA,0,"","","Boseco, inc.","Corporation","","DE","2021-07-16","111 N. Market Street","Suite 300","San Jose","CA","95113","https://boseco-world.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001394","C",20211220,1899778,"020-29402",NA,0,"","","The Wine RayZyn Company, LLC","Limited Liability Company","","GA","2014-07-24","2090 Dunwoody Club Dr., Suite 106-40","","Atlanta","GA","30350","http://rayzyn.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001396","C",20211220,1868893,"020-29404",NA,0,"","","Telebionix Inc","Corporation","","DE","2020-10-27","10089 Stockton Road","","Moorpark","CA","93021","https://telebionix.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001398","C",20211221,1894636,"020-29411",NA,0,"","","Lean Med LLC","Limited Liability Company","","PA","2018-05-12","2107 Totteridge Drive","","Greensburg","PA","15601","https://leanmedinnovation.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001403","C",20211221,1833354,"020-29417",NA,0,"","","NAVISYO INC","Corporation","","DE","2020-04-23","1114 SW 113 WAY","","PEMBROKE PINES","FL","33026","http://www.navisyogroup.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001407","C",20211222,1876789,"020-29419",NA,0,"","","DriveMind Inc.","Corporation","","DE","2021-01-20","28 Rose Lane","","Sparta","NJ","07871","http://www.DriveMind.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001408","C",20211222,1833502,"020-29420",NA,0,"","","The WMarketplace Inc.","Corporation","","WA","2020-11-02","6040 Princeton Ave NE","","SEATTLE","WA","98115","https://thewmarketplace.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001410","C",20211222,1896296,"020-29421",NA,0,"","","Whats for Dinner Technologies, LLC","Limited Liability Company","","PA","2017-10-06","6511 Windmere Rd","","Harrisburg","PA","17111","https://culineerapp.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001414","C",20211222,1891082,"020-29422",NA,0,"","","Tale Of Nicky Newark LLC","Limited Liability Company","","NJ","2018-10-23","121 Church St","","Ramsey","NJ","07446","https://taleofnickynewarkthemovie.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001417","C",20211222,1732206,"020-29425",NA,0,"","","Arolucha, Inc.","Corporation","","DE","2017-10-06","231 Public Square Suite 300, PMB-41","","Franklin","TN","37064","https://www.arolucha.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001419","C",20211223,1897152,"020-29429",NA,0,"","","Next Thing Technologies, Inc","Corporation","","DE","2019-08-26","237 Kearny Street #9223","","San Francisco","CA","94108","http://nextbolt.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001422","C",20211223,1898367,"020-29433",NA,0,"","","HLD Film, Inc.","Corporation","","DE","2021-08-27","910 Sheridan Avenue","Apt. 6G","Bronx","NY","10451","http://facebook.com/suchafunnylife","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-21-001424","C",20211227,1900828,"020-29435",NA,0,"","","Shine Registry INC","Corporation","","DE","2019-10-07","153-37 76th Rd","","Queens","NY","11367","http://www.shineregistry.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000001","C",20220103,1902393,"020-29473",NA,0,"","","Burke and Boyer, Inc.","Corporation","","NY","2014-07-01","7014 13th Avenue","","Brooklyn","NY","11228","http://Corvidane.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000003","C",20220105,1898520,"020-29481",NA,0,"","","Hazel's Ghost LLC","Limited Liability Company","","CA","2021-11-30","655 N. Lucerne Blvd Apt 12","","Los Angeles","CA","90004","http://seancefilm.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000007","C",20220106,1899231,"020-29485",NA,0,"","","Vehiko, Inc.","Corporation","","WY","2021-06-18","86 Camp Ave","","Darien","CT","06820","https://www.vehiko.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000010","C",20220106,1799769,"020-29490",NA,0,"","","Egeria Corporation","Corporation","","DE","2018-09-29","705 Gold Lake Drive","Suite 250","Folsom","CA","95630","https://www.opengrants.io/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000014","C",20220107,1855137,"020-29492",NA,0,"","","Spinster Sisters, Inc.","Other","Public Benefit Corporation","DE","2019-08-14","301 COMMERCIAL RD","SUITE G","Golden","CO","80401","http://www.spinstersistersco.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000016","C",20220107,1810055,"020-29493",NA,0,"","","Rad Technologies Inc.","Corporation","","DE","2018-10-12","395 S Santa Monica Place","Unit #308","Santa. Monica","CA","90401","http://www.radintel.ai","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000018","C",20220107,1860820,"020-29495",NA,0,"","","Earth Rides, Inc.","Corporation","","TN","2020-01-01","2028C Lindell Ave","Suite 2","Nashville","TN","37203","https://www.earthrideshare.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000020","C",20220107,1792908,"020-29498",NA,0,"","","Apotheka Systems Inc.","Corporation","","DE","2018-09-28","468 N Camden Dr #200","","Beverly Hills","CA","90210","http://www.apotheka.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000021","C",20220110,1886049,"020-29500",NA,0,"","","Zing Drone Delivery Inc.","Corporation","","DE","2018-06-21","1757 SW Crane Creek Cir","","Palm City","FL","34990","https://zingdrones.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000023","C",20220110,1898555,"020-29502",NA,0,"","","Appalachian Soccer Group LLC","Limited Liability Company","","NC","2020-09-04","2743 Highway 105","","Boone","NC","28607","http://www.appalachianfc.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000025","C",20220110,1878145,"020-29503",NA,0,"","","Tastes Markets, Inc.","Corporation","","TX","2021-04-08","3208 S Congress","","Austin","TX","78745","http://www.tastesfarmersmarket.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000027","C",20220111,1903336,"020-29507",NA,0,"","","AQUEDUCT ENTERTAINMENT, LLC","Limited Liability Company","","FL","2011-11-28","4232 SW 11th Street","","Dearfield Beach","FL","33442","https://aqueductpictures.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000029","C",20220113,1894124,"020-29513",NA,0,"","","Decibel Media Inc","Corporation","","DE","2021-02-26","701 Tillery St","#12","Austin","TX","78702","https://decibelads.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000032","C",20220113,1898632,"020-29515",NA,0,"","","First Person Solutions LLC","Limited Liability Company","","DE","2021-05-26","85 Kingston Road","","Media","PA","19063","http://FirstPersonSolutions.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000035","C",20220113,1904178,"020-29516",NA,0,"","","SKYGOAL INC","Corporation","","DE","2021-05-10","16192 Coastal Hwy","Lewes, DE 19958","LEWES","DE","19958","https://skygoal.education","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000037","C",20220113,1875049,"020-29517",NA,0,"","","Convergence of 4 Dimensions LLC","Limited Liability Company","","FL","2015-01-15","3238 GRAYSTONE MANOR PKWY","","LOUISVILLE","KY","40241","https://silicanexus.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000039","C",20220113,1899708,"020-29518",NA,0,"","","Buttonsmith Inc.","Corporation","","WA","2014-05-09","31722 East Eugene St. #9","PO Box 1300","Carnation","WA","98014","http://buttonsmith.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000042","C",20220114,1885509,"020-29524",NA,0,"","","Sonatafy Technology, LLC","Limited Liability Company","","NV","2020-08-21","1350 East Flamingo Road","319","Las Vegas","NV","89119","https://sonatafy.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000044","C",20220114,1715315,"020-29525",NA,0,"","","Riff LLC","Limited Liability Company","","OR","2017-05-25","494 SW Veterans Way","Suite 7","Redmond","OR","97756","https://letsriff.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000046","C",20220114,1829435,"020-29528",NA,0,"","","Levels Health Inc","Corporation","","DE","2019-06-25","228 Park Ave S., PMB 63877","","New York","NY","10003","https://www.levelshealth.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000048","C",20220114,1899710,"020-29529",NA,0,"","","Globalist Itinerary Outfitters, Inc.","Corporation","","DE","2018-01-19","134 9th Avenue","5F","New York","NY","10011","http://globalist.io","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000052","C",20220118,1904939,"020-29532",NA,0,"","","Tia Lupita Hot Sauce LLC","Limited Liability Company","","DE","2016-06-03","One Blackfield Drive, Suite 264","","Tiburon","CA","94920","http://www.tialupitafoods.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000054","C",20220118,1896804,"020-29541",NA,0,"","","Josh Terry BitVault LLC","Limited Liability Company","","WY","2021-11-23","270 Cornerstone Drive","Suite 101C","Cary","NC","27519","https://joshterryplays.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000056","C",20220119,1893993,"020-29555",NA,0,"","","Bhapi Inc.","Corporation","","DE","2021-03-22","2810 North Church St","","Wilmington","DE","19802","https://bhapi.io","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000058","C",20220120,1900820,"020-29558",NA,0,"","","Renaissance Man Co","Corporation","","MI","2021-11-12","8601 Bordman rd","","Almont","MI","48003","http://renmandistilling.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000061","C",20220120,1904820,"020-29559",NA,0,"","","Valorabien Inc","Corporation","","DE","2021-08-09","P.O. Box #571","","Nassau","DE","19969","https://valorabien.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000063","C",20220121,1903564,"020-29566",NA,0,"","","Seattle Gummy Company","Corporation","","WA","2016-07-12","108 1st Ave","Suite 408","Seattle","WA","98104","https://seattlegummy.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000065","C",20220121,1889203,"020-29567",NA,0,"","","Cohere Network Ltd.","Corporation","","DE","2021-05-13","16192 Coastal Highway","","Lewes","DE","19985","https://cohere.network","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000067","C",20220121,1905518,"020-29572",NA,0,"","","GreenChoice, PBC","Other","Public Benefit Corporation","DE","2018-03-06","444 Somerville Avenue","","Somerville","MA","02143","https://www.greenchoicenow.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000069","C",20220124,1896200,"020-29573",NA,0,"","","Africa Eats SPC","Corporation","","WA","2021-11-12","271 Winslow Way E, #11548","","Bainbridge Island","WA","98110","https://africaeats.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000071","C",20220124,1905531,"020-29574",NA,0,"","","Aladdin Scheme Inc.","Corporation","","DE","2021-11-09","251 Little Falls Drive","","Wilmington","DE","19808","https://www.aladdin.ng/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000073","C",20220124,1849679,"020-29575",NA,0,"","","Space 3, Inc.","Corporation","","DE","2020-09-17","1417 Sadler Road","Suite 412","Fernandina Beach","FL","32034","http://myvel.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000076","C",20220124,1898635,"020-29576",NA,0,"","","Last Straw Films LLC","Limited Liability Company","","NJ","2020-06-15","448 Lenape Trail","","Bridgewater","NJ","08807","http://www.laststrawfilms.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000079","C",20220125,1893077,"020-29582",NA,0,"","","Rake, LLC","Limited Liability Company","","IL","2018-05-08","19740 Governors Hwy Suite 115","","Flossmoor","IL","60422","https://www.rake.ai","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000090","C",20220128,1848209,"020-29599",NA,0,"","","TRADEAUTHORITY LLC","Limited Liability Company","","LA","2010-04-16","4137 S Sherwood Forest Blvd","Suite 120","Baton Rouge","LA","70816","http://www.MoxeyUSA.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000092","C",20220128,1621653,"020-29600",NA,0,"","","Future Proof Brands LLC dba BeatBox Beverages","Limited Liability Company","","DE","2011-11-14","1023 Springdale Rd.","11F","Austin","TX","78721","http://beatboxbeverages.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000094","C",20220128,1905190,"020-29601",NA,0,"","","Arbol Community, Inc.","Corporation","","DE","2021-05-21","260 E Main St Suite 6000","","Rochester","NY","14604","http://www.growarbol.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000098","C",20220131,1826384,"020-29603",NA,0,"","","Doodeo Inc.","Corporation","","DE","2018-10-15","Delaware is 2035 Sunset Lake Road, Suite","County of New Castle","Newark","DE","19702","http://www.doodeo.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000101","C",20220131,1888566,"020-29604",NA,0,"","","Proof in Recovery, INC.","Corporation","","DE","2018-01-23","516 N Ogden St","#203","Chicago","IL","60642","http://www.proofinrecovery.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000103","C",20220201,1907407,"020-29615",NA,0,"","","SimGraphics Engineering Corporation","Corporation","","CA","1985-04-03","517 Westminster Ave","","Alhambra","CA","91803","https://simg.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000107","C",20220201,1740117,"020-29616",NA,0,"","","Hotels By Day, LLC","Limited Liability Company","","NY","2014-07-08","64 Beaver Street","ste 514","New York","NY","10004","http://www.hotelsbyday.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000110","C",20220201,1738308,"020-29622",NA,0,"","","Kare Mobile Inc.","Corporation","","DE","2017-05-24","2500 West Broadway","","LOUISVILLE","KY","40211","https://www.kare.mobi/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000112","C",20220202,1904179,"020-29624",NA,0,"","","TrioWave Technologies","Corporation","","CA","2014-02-24","3984 Washington Boulevard","#166","Fremont","CA","94538","http://www.triowave.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000114","C",20220203,1870765,"020-29637",NA,0,"","","EX ZERO CARBON, INC.","Corporation","","FL","2021-01-22","1314 E Las Olas BLV #727","","Fort Lauderdale","FL","33301","https://zero-x.co/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000115","C",20220203,1903325,"020-29638",NA,0,"","","The Civic Platform, Inc.","Corporation","","DE","2021-02-05","216 E 95th ST","APT 1E","New York","NY","10128","http://civicapp.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000119","C",20220203,1905555,"020-29642",NA,0,"","","ABC FinTech LLC","Limited Liability Company","","DE","2020-08-03","3206 W. Armitage Avenue","","Chicago","IL","60647","http://www.abctokens.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000121","C",20220203,1900778,"020-29644",NA,0,"","","Lidbot, inc.","Corporation","","DE","2020-01-09","340 S LEMON AVE","#7778","Walnut","CA","91789","https://www.smartbin.io","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000123","C",20220204,1908152,"020-29645",NA,0,"","","TEMPLE II, LLC","Limited Liability Company","","PA","2020-12-14","2424 E York St","Unit 310","Philadelphia","PA","19125","http://www.nycegroup.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000125","C",20220204,1853832,"020-29646",NA,0,"","","Hempitecture Inc","Other","Public Benefit Corporation","DE","2018-09-24","323 Lewis St","Unit E","Ketchum","ID","83340","https://www.hempitecture.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000127","C",20220207,1907993,"020-29647",NA,0,"","","necoBrands, Inc","Corporation","","DE","2019-09-20","70 S Sandusky St","Suite 210","Delaware","OH","43015","http://www.necotechusa.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000129","C",20220207,1870766,"020-29648",NA,0,"","","Evonsys, Inc","Corporation","","DE","2015-07-02","4550 New Linden Hill Road","","Wilmington","DE","19808","http://www.evonsys.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000131","C",20220207,1812857,"020-29649",NA,0,"","","GroGuru, Inc.","Corporation","","DE","2014-06-17","1350 E. Flamingo Rd.","#520","Las Vegas","NV","89119","https://www.groguru.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000133","C",20220207,1888596,"020-29653",NA,0,"","","Legal Equalizer, Inc.","Corporation","","DE","2015-10-06","432 Watson St","","Davidson","NC","28036","https://legalequalizer.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000135","C",20220207,1896065,"020-29657",NA,0,"","","ZEUS Motor, Inc.","Corporation","","DE","2021-08-04","9500 W 49th Ave, Ste A103","","Wheat Ridge","CO","80033","https://zeusmotor.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000136","C",20220208,1905841,"020-29666",NA,0,"","","Quantbase, Inc","Corporation","","DE","2021-09-21","2400 Old Brick Road","Ste 135","Glen Allen","VA","23060","https://beta.getquantbase.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000138","C",20220209,1904762,"020-29673",NA,0,"","","Spoonful Inc.","Corporation","","DE","2018-03-01","PO Box 338","29 Orinda Way","Orinda","CA","94563","http://www.spoonfulapp.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000140","C",20220211,1910643,"020-29680",NA,0,"","","Virtual Sapiens, Inc.","Corporation","","DE","2020-09-25","14 Neptune Street","","Beverly","MA","01915","http://www.virtualsapiens.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000144","C",20220214,1909199,"020-29688",NA,0,"","","Asenso Finance, Inc.","Corporation","","DE","2021-10-19","1240 Rosecrans Ave.","Suite 120","Manhattan Beach","CA","90266","https://www.asensofinance.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000146","C",20220214,1910892,"020-29689",NA,0,"","","Evva Health Inc.","Corporation","","DE","2019-01-28","1265 Peachtree View NE","","Brookhaven","GA","30319","http://www.evva360.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000150","C",20220214,1817755,"020-29692",NA,0,"","","ItsTheZone, Inc.","Corporation","","DE","2017-04-20","1262 METCALF AVENUE","","BRONX","NY","10472","http://itsthezone.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000152","C",20220214,1812143,"020-29695",NA,0,"","","Quorum X Diagnostics, Inc.","Corporation","","DE","2017-08-10","1860 Montreal Rd","","Tucker","GA","30084","https://quorumxdiagnostics.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000155","C",20220214,1896732,"020-29696",NA,0,"","","Syr Corp","Corporation","","DE","2021-06-01","8 The Green STE A","","Dover","DE","19901","http://www.lookfirst.io","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000157","C",20220215,1904051,"020-29704",NA,0,"","","Edsoma, Inc","Corporation","","NV","2021-04-28","2021","EAGLES RIDGE DRIVE","BROCK","TX","76087","http://www.edsoma.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000160","C",20220216,1911375,"020-29705",NA,0,"","","Destiny Robotics Corporation","Corporation","","DE","2021-09-15","201 SE 2nd Ave","","Miami","FL","33131","https://www.destinyrobotics.io/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000162","C",20220216,1845561,"020-29707",NA,0,"","","Bloom Stack Corp.","Corporation","","DE","2018-07-20","16829 Ridgewood Avenue","","Montverde","FL","34756","https://www.Bloomstack.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000165","C",20220216,1891094,"020-29711",NA,0,"","","Just a Baby, Inc","Corporation","","DE","2018-07-13","8 The Green","Suite A","Dover","DE","19901","https://www.justababy.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000167","C",20220216,1648770,"020-29712",NA,0,"","","Balloonr, Inc.","Corporation","","DE","2015-06-03","268 Bush St. #3936","","San Francisco","CA","94104","https://getballoon.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000171","C",20220216,1806999,"020-29714",NA,0,"","","KinectAir Inc.","Corporation","","DE","2019-04-29","400 E EVERGREEN BLVD, #317","","VANCOUVER","WA","98660","http://kinectair.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000173","C",20220216,1891163,"020-29715",NA,0,"","","Juvo360, LLC","Limited Liability Company","","DE","2014-09-17","7000 Central Parkway","Suite 1650","Atlanta","GA","30328","http://JuvoJobs.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000176","C",20220217,1909202,"020-29724",NA,0,"","","Determinism, LLC","Limited Liability Company","","TN","2020-01-01","41 Peabody Street","","Nashville","TN","37210","https://www.peerknect.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000181","C",20220222,1912715,"020-29748",NA,0,"","","Senic, INC","Corporation","","DE","2013-04-15","1201 Orange Street","#600","Wilmington","DE","19899","https://www.senic.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000186","C",20220223,1793646,"020-29752",NA,0,"","","Nuu Collective LLC","Limited Liability Company","","DE","2016-03-30","6 Murphy Drive","","Hampton Bays","NY","11946","https://nuudiisystem.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000188","C",20220225,1623471,"020-29757",NA,0,"","","Nueon Inc.","Corporation","","DE","2014-01-08","101 Jefferson Drive","","Menlo Park","CA","94025","http://thecor.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000190","C",20220228,1908006,"020-29768",NA,0,"","","Happioh Inc","Corporation","","DE","2019-11-12","933 waverley street","","Palo Alto","CA","94301","http://www.happioh.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000193","C",20220228,1907347,"020-29769",NA,0,"","","Ramper Innovations Inc.","Corporation","","AK","2020-07-18","225 Lakeview Dr","","Sitka","AK","99835","https://ramperinnovations.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000198","C",20220304,1913875,"020-29802",NA,0,"","","Light Art VR Inc","Corporation","","DE","2018-11-29","7541 W 99th PL","","Bridgeview","IL","60455","http://www.lightartvr.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000200","C",20220307,1787374,"020-29805",NA,0,"","","Homecooked, Inc.","Corporation","","DE","2018-01-02","17 Broadway","2L","New Haven","CT","06511","http://magical.app","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000202","C",20220307,1906532,"020-29810",NA,0,"","","Uptip Inc.","Corporation","","DE","2020-07-28","10615 Professional Circle","Suite 200","Reno","NV","89521","http://www.uptip.co","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000207","C",20220314,1677405,"020-29834",NA,0,"","","Content Launch Solutions, Inc","Corporation","","DE","2016-10-15","1005 Armorlite Drive","#323","San Marcos","CA","92069","http://www.contentlaunch.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000209","C",20220314,1775046,"020-29835",NA,0,"","","Envel, Inc.","Corporation","","DE","2017-02-01","75 State Street,","Suite 100","Boston","MA","02109","http://www.envel.ai","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000212","C",20220315,1915241,"020-29839",NA,0,"","","Just Wings Inc.","Corporation","","FL","2021-10-13","5601 Corporate Way","Suite 117","West Palm Beach","FL","33407","https://www.justchickenwings.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000216","C",20220316,1873218,"020-29851",NA,0,"","","Taylor Hoffman, Inc.","Corporation","","DE","2018-12-13","1021 East Cary Street","Suite 2100","Richmond","VA","23219","http://taylorhoffman.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000219","C",20220316,1821195,"020-29852",NA,0,"","","Swift Rails, Inc.","Corporation","","DE","2019-09-18","340 Pleasant View Drive","","Lancaster","NY","14086","https://www.swiftrails.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000220","C",20220316,1479293,"020-29853",NA,0,"","","infiniRel Corporation","Corporation","","TX","2009-07-21","101 Cooper St","","Santa Cruz","CA","95060","https://www.infinirel.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000228","C",20220318,1832939,"020-29874",NA,0,"","","Distilled Bath and Body, Inc.","Corporation","","DE","2017-09-03","309 S Summit View Dr","Unit 1","Fort Collins","CO","80524","https://pitliquor.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000229","C",20220321,1899712,"020-29878",NA,0,"","","Learnie Inc.","Other","Public Benefit Corporation","UT","2020-06-23","705 Matterhorn Dr.","","Park City","UT","84098","http://mylearnie.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000232","C",20220322,1751044,"020-29882",NA,0,"","","HIGHCLERE CASTLE SPIRITS INVESTMENTS LLC","Limited Liability Company","","CT","2017-12-19","6 Main Street","Suite 121","Centerbrook","CT","06409","http://www.highclerecastlegin.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000238","C",20220323,1703997,"020-29893",NA,0,"","","WhiteClouds, Inc.","Corporation","","UT","2013-01-18","1186 East 4600 South","Suite #400","Ogden","UT","84403","https://www.whiteclouds.com/","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000240","C",20220323,1916637,"020-29895",NA,0,"","","ADB Interests, LLC","Limited Liability Company","","TX","2014-05-15","3440 S Sam Houston Pkwy East Suite 100","","Houston","TX","77047","http://ashleyblackguru.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000242","C",20220323,1816075,"020-29896",NA,0,"","","Leaping Harts, Inc.","Corporation","","FL","2018-03-01","1111 Brickell Ave.","10th Floor","Miami","FL","33131","http://www.kiddiekredit.com","Wefunder Portal LLC",1670254,"007-00033",283503
"0001670254-22-000245","C",20220324,1905372,"020-29898",NA,0,"","","Cyber Pop-up Inc.","Corporation","","DE","2018-12-17","222 W Merchandise Mart Suite 1212","","Chicago","IL","60654","https://www.cyberpopup.com/","Wefunder Portal LLC",1670254,"007-00033",283503
